shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1217_shp,42.4475700,-76.4758200,28021,13935.2929880
1217_shp,42.4475700,-76.4758200,28022,13935.2929880
1217_shp,42.4475800,-76.4793400,28023,14885.3725080
1217_shp,42.4475800,-76.4793400,28024,14885.3725080
1217_shp,42.4475800,-76.4797500,28025,14996.0343570
1217_shp,42.4475700,-76.4806900,28026,15249.7730810
1217_shp,42.4475600,-76.4817500,28027,15535.8977240
1217_shp,42.4475500,-76.4824000,28028,15711.3751590
1217_shp,42.4475500,-76.4824000,28029,15711.3751590
1217_shp,42.4475500,-76.4827400,28030,15803.1435650
1217_shp,42.4478900,-76.4827600,28031,15927.1714440
1217_shp,42.4482200,-76.4827800,28032,16047.5584640
1217_shp,42.4484900,-76.4828100,28033,16146.2904580
1217_shp,42.4496600,-76.4828600,28034,16572.9014400
1217_shp,42.4496600,-76.4828600,28035,16572.9014400
1217_shp,42.4504300,-76.4829100,28036,16853.8463450
1217_shp,42.4508500,-76.4828000,28037,17009.7647120
1217_shp,42.4510800,-76.4825400,28038,17119.0816830
1217_shp,42.4513000,-76.4820800,28039,17266.8708710
1217_shp,42.4513900,-76.4818900,28040,17327.7427820
1217_shp,42.4519500,-76.4812500,28041,17595.1136860
1217_shp,42.4529500,-76.4810700,28042,17962.7797160
1217_shp,42.4529500,-76.4810700,28043,17962.7797160
1217_shp,42.4530900,-76.4810800,28044,18013.8730010
1217_shp,42.4532200,-76.4809200,28045,18077.9764610
1217_shp,42.4533600,-76.4807900,28046,18139.8971980
1217_shp,42.4536800,-76.4807200,28047,18258.0390610
1217_shp,42.4543100,-76.4811700,28048,18517.7787280
1217_shp,42.4545200,-76.4814800,28049,18631.1658210
1217_shp,42.4546500,-76.4814200,28050,18681.2340980
1217_shp,42.4549300,-76.4809200,28051,18850.4121980
